Compound ID	Minimum Degree	Molecular Weight	Number of H-Bond Donors	Number of Rings	Number of Rotatable Bonds	Polar Surface Area	measured log solubility in mols per litre	smiles
Terbufos	-0.2453752022561285	0.8228731715076564	-0.6437870426979635	-1.0555939077102776	1.8269143465953785	-0.46406144846763897	-4.755	CCOP(=S)(OCC)SCSC(C)(C)C
Phenmedipham	-0.2453752022561285	0.9384998906653467	1.1923489476011586	0.4622007741217086	0.31165009441921154	1.1814982776016683	-4.805	COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
1,1-Dichloroethylene	-0.2453752022561285	-1.0418778990516329	-0.6437870426979635	-1.0555939077102776	-0.8247980947129135	-0.9860035883858419	-1.64	ClC(=C)Cl
1-Methylfluorene	-0.2453752022561285	-0.23066015725017375	-0.6437870426979635	1.2210981150377018	-0.8247980947129135	-0.9860035883858419	-5.22	Cc1cccc2c1Cc3ccccc32
Valeraldehyde	-0.2453752022561285	-1.1471435916652954	-0.6437870426979635	-1.0555939077102776	0.31165009441921154	-0.50336261718304	-0.85	CCCCC=O
Diphenylamine	3.9483100726667906	-0.3380000027340225	0.27428095245159756	0.4622007741217086	-0.06716596862483015	-0.6458646965539903	-3.504	N(c1ccccc1)c2ccccc2
Fenothiocarb	-0.2453752022561285	0.48133907002393894	-0.6437870426979635	-0.2966965667942846	1.4480982835513367	-0.1507830676283275	-3.927	CN(C)C(=O)SCCCCOc1ccccc1
Piperophos	-0.2453752022561285	1.4563175105010662	-0.6437870426979635	-0.2966965667942846	2.5845464726834617	0.110188002330774	-4.15	CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C
1-Iodoheptane	-0.2453752022561285	0.2158280270263329	-0.6437870426979635	-1.0555939077102776	1.069282220507295	-0.9860035883858419	-4.81	CCCCCCCI
3-Chlorobiphenyl	-0.2453752022561285	-0.14879441462269374	-0.6437870426979635	0.4622007741217086	-0.44598203166887185	-0.9860035883858419	-4.88	c1c(Cl)cccc1c2ccccc2
4-Pentene-1-ol	-0.2453752022561285	-1.1471435916652952	0.27428095245159756	-1.0555939077102776	0.31165009441921154	-0.4140160753552219	-0.15	OCCCC=C
Cyclobutyl-5-spirobarbituric acid	-0.2453752022561285	-0.3484681451539749	1.1923489476011586	0.4622007741217086	-0.8247980947129135	1.1421971088862672	-1.655	O=C2NC(=O)C1(CCC1)C(=O)N2
menthol	-0.2453752022561285	-0.4641825045737855	0.27428095245159756	-0.2966965667942846	-0.44598203166887185	-0.4140160753552219	-2.53	CC(C)C1CCC(C)CC1O 
Isopropyl formate	-0.2453752022561285	-1.1279406364539963	-0.6437870426979635	-1.0555939077102776	-0.06716596862483015	-0.24239154722393846	-0.63	CC(C)OC=O
2-Heptanol 	-0.2453752022561285	-0.8543277381136922	0.27428095245159756	-1.0555939077102776	0.6904661574632532	-0.4140160753552219	-1.55	CCCCCC(C)O
p-Bromoacetanilide	-0.2453752022561285	0.0985945697297666	0.27428095245159756	-0.2966965667942846	-0.44598203166887185	-0.16322372535118826	-3.083	CC(=O)Nc1ccc(Br)cc1
brompyrazone	-0.2453752022561285	0.6053110896968843	0.27428095245159756	0.4622007741217086	-0.44598203166887185	0.7361792795674484	-3.127	c1ccccc1n2ncc(N)c(Br)c2(=O)
nifedipine	-0.2453752022561285	1.386682453342852	0.27428095245159756	0.4622007741217086	0.6904661574632532	2.0611093270521175	-4.76	COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C 
2,7-dimethylquinoline	-0.2453752022561285	-0.4549608014373249	-0.6437870426979635	0.4622007741217086	-0.8247980947129135	-0.6215488655502169	-1.94	c2c(C)cc1nc(C)ccc1c2 
1-Octyne 	-0.2453752022561285	-0.9127935307549898	-0.6437870426979635	-1.0555939077102776	0.6904661574632532	-0.9860035883858419	-3.66	CCCCCCC#C
cyclobarbital	-0.2453752022561285	0.3148615232225349	1.1923489476011586	0.4622007741217086	-0.06716596862483015	1.1421971088862675	-2.17	CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 
Chrysene	3.9483100726667906	0.23718303756303624	-0.6437870426979635	1.9799954559536952	-0.8247980947129135	-0.9860035883858419	-8.057	c1ccc2c(c1)ccc3c4ccccc4ccc23
Bromacil	-0.2453752022561285	0.5568265491304252	0.27428095245159756	-0.2966965667942846	-0.06716596862483015	0.5651202358781133	-2.523	CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O 
2,2',3,3',5,6-PCB	-0.2453752022561285	1.5282993791227302	-0.6437870426979635	0.4622007741217086	-0.44598203166887185	-0.9860035883858419	-8.6	Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl 
2-Methylphenol	-0.2453752022561285	-0.9328534129736896	0.27428095245159756	-0.2966965667942846	-0.8247980947129135	-0.4140160753552219	-0.62	Cc1ccccc1O
2,2,5-Trimethylhexane	-0.2453752022561285	-0.7369384759066893	-0.6437870426979635	-1.0555939077102776	-0.06716596862483015	-0.9860035883858419	-5.05	CC(C)CCC(C)(C)C
1,4-Dimethylnaphthalene 	-0.2453752022561285	-0.46458175465677903	-0.6437870426979635	0.4622007741217086	-0.8247980947129135	-0.9860035883858419	-4.14	Cc1ccc(C)c2ccccc12
6-Methylchrysene	-0.2453752022561285	0.37377525498133807	-0.6437870426979635	1.9799954559536952	-0.8247980947129135	-0.9860035883858419	-6.57	Cc1cc2c3ccccc3ccc2c4ccccc14
2-Pentanone	-0.2453752022561285	-1.1471435916652954	-0.6437870426979635	-1.0555939077102776	-0.06716596862483015	-0.50336261718304	-0.19	CCCC(=O)C
2,2',3,3',5,5',6,6'-PCB	-0.2453752022561285	2.1991368966209004	-0.6437870426979635	0.4622007741217086	-0.44598203166887185	-0.9860035883858419	-9.15	Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl 
Methyl butyrate	-0.2453752022561285	-0.8547562016173925	-0.6437870426979635	-1.0555939077102776	0.31165009441921154	-0.24239154722393846	-0.82	CCCOC(=O)CC
Triamcinolone	-0.2453752022561285	1.8550709653425896	3.028484937900281	1.9799954559536952	-0.06716596862483015	2.2672284061422427	-3.68	CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO
p-Aminophenol	-0.2453752022561285	-0.9232324597542356	1.1923489476011586	-0.2966965667942846	-0.8247980947129135	0.3216791836194065	-0.8	Nc1ccc(O)cc1
Benznidazole	-0.2453752022561285	0.548393608353049	0.27428095245159756	0.4622007741217086	1.069282220507295	1.5603728537069728	-2.81	O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2
Atovaquone(0,430mg/ml) - neutral	-0.2453752022561285	1.5863561838741331	0.27428095245159756	1.9799954559536952	-0.06716596862483015	0.5512658670503819	-5.931	OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O
Trietazine	-0.2453752022561285	0.2510204611711781	0.27428095245159756	-0.2966965667942846	1.069282220507295	0.5391079515484956	-4.06	CCNc1nc(Cl)nc(n1)N(CC)CC
Pyrazinamide	-0.2453752022561285	-0.7870297546120251	0.27428095245159756	-0.2966965667942846	-0.44598203166887185	0.9612420874628385	-0.667	NC(=O)c1cnccn1
Carbromal	-0.2453752022561285	0.32290495172381983	1.1923489476011586	-1.0555939077102776	0.31165009441921154	1.055112504826242	-2.68	CCC(Br)(CC)C(=O)NC(N)=O
2,2'-PCB	-0.2453752022561285	0.18662434412639087	-0.6437870426979635	0.4622007741217086	-0.44598203166887185	-0.9860035883858419	-5.27	Clc1ccccc1c2ccccc2Cl 
nitrofurantoin	-0.2453752022561285	0.3332465026540426	0.27428095245159756	0.4622007741217086	0.31165009441921154	2.3517683302134995	-3.38	O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 
Nitrofen	-0.2453752022561285	0.7805916139379505	-0.6437870426979635	0.4622007741217086	0.31165009441921154	0.4947174228555604	-5.46	Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2
Camphor	-0.2453752022561285	-0.5034453420037844	-0.6437870426979635	0.4622007741217086	-0.8247980947129135	-0.50336261718304	-1.96	CC1(C)C2CCC1(C)C(=O)C2
5-Allyl-5-phenylbarbital	-0.2453752022561285	0.392559484495839	1.1923489476011586	0.4622007741217086	0.31165009441921154	1.1421971088862675	-2.369	O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1
Pentyl propanoate	-0.2453752022561285	-0.7181639841990906	-0.6437870426979635	-1.0555939077102776	0.6904661574632532	-0.24239154722393846	-2.25	CCCCC(=O)OCC
Isopentyl acetate	-0.2453752022561285	-0.7181639841990906	-0.6437870426979635	-1.0555939077102776	0.31165009441921154	-0.24239154722393846	-1.92	CC(C)CCOC(=O)C
3-Hexanoyloxymethylphenyltoin	-0.2453752022561285	1.7187903577451595	0.27428095245159756	1.2210981150377018	2.20573040963942	1.1546377666091279	-5.886	O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
2,3',5-PCB	-0.2453752022561285	0.5220431028754757	-0.6437870426979635	0.4622007741217086	-0.44598203166887185	-0.9860035883858419	-6.01	Clc1cccc(c1)c2cc(Cl)ccc2Cl 
1-Bromopropane	-0.2453752022561285	-0.7882177670541033	-0.6437870426979635	-1.0555939077102776	-0.44598203166887185	-0.9860035883858419	-1.73	CCCBr
Propiconazole	-0.2453752022561285	1.3466308535537679	-0.6437870426979635	1.2210981150377018	1.069282220507295	0.404239912143846	-3.4930000000000003	CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl
Formothion	-0.2453752022561285	0.5193749437842506	-0.6437870426979635	-1.0555939077102776	1.4480982835513367	0.592828973533576	-1.995	COP(=S)(OC)SCC(=O)N(C)C=O
4-methylpteridine	-0.2453752022561285	-0.5626901591972651	-0.6437870426979635	0.4622007741217086	-0.8247980947129135	0.4718153029566578	-0.466	Cc1ncnc2nccnc12
Thiourea	-0.2453752022561285	-1.2446190387571325	1.1923489476011586	-1.0555939077102776	-0.8247980947129135	0.4853869295634149	0.32	NC(=S)N
p-Xylene 	-0.2453752022561285	-0.9520563681849886	-0.6437870426979635	-0.2966965667942846	-0.8247980947129135	-0.9860035883858419	-2.77	Cc1ccc(C)cc1
1,2-Diethylbenzene	-0.2453752022561285	-0.6788719333483849	-0.6437870426979635	-0.2966965667942846	-0.06716596862483015	-0.9860035883858419	-3.28	CCc1ccccc1CC
Hexachloroethane	-0.2453752022561285	0.3194285546597054	-0.6437870426979635	-1.0555939077102776	-0.8247980947129135	-0.9860035883858419	-3.67	ClC(Cl)(Cl)C(Cl)(Cl)Cl
Flucythrinate	-0.2453752022561285	2.4104180929797008	-0.6437870426979635	1.2210981150377018	2.5845464726834617	0.9521943363916672	-6.876	CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3
1-Nitropropane	-0.2453752022561285	-1.1183196832345423	-0.6437870426979635	-1.0555939077102776	-0.06716596862483015	0.23374635289645904	-0.8	CCCN(=O)=O
Menthone	-0.2453752022561285	-0.4838139232887851	-0.6437870426979635	-0.2966965667942846	-0.44598203166887185	-0.50336261718304	-2.35	CC(C)C1CCC(C)CC1=O
RTI 24	-0.2453752022561285	0.6795618673267805	0.27428095245159756	1.2210981150377018	-0.44598203166887185	0.29283947708004743	-5.36	CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 
2,3-Dichloronitrobenzene	-0.2453752022561285	-0.11623118834146434	-0.6437870426979635	-0.2966965667942846	-0.44598203166887185	0.23374635289645904	-3.48	O=N(=O)c1c(Cl)c(Cl)ccc1
thiamylal	-0.2453752022561285	0.490960023243393	1.1923489476011586	-0.2966965667942846	1.069282220507295	0.6595561376834654	-3.46	CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O 
Fluoranthene	3.9483100726667906	-0.01636997855856835	-0.6437870426979635	1.9799954559536952	-0.8247980947129135	-0.9860035883858419	-6.0	c1ccc2c(c1)c3cccc4cccc2c34
Propylisopropylether	-0.2453752022561285	-0.9909199555319942	-0.6437870426979635	-1.0555939077102776	0.31165009441921154	-0.7250325184267404	-1.34	CCCOC(C)C
1,3-Dimethylnaphthalene	-0.2453752022561285	-0.4645817546567793	-0.6437870426979635	0.4622007741217086	-0.8247980947129135	-0.9860035883858419	-4.29	Cc1cc(C)c2ccccc2c1
diethylstilbestrol	-0.2453752022561285	0.6272990576822357	1.1923489476011586	0.4622007741217086	0.6904661574632532	0.15797143767539815	-4.07	CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 
Chlorothalonil	-0.2453752022561285	0.6035193332268644	-0.6437870426979635	-0.2966965667942846	-0.8247980947129135	0.3592838990089628	-5.64	c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1
2,3',4',5-PCB	-0.2453752022561285	0.8574618616245604	-0.6437870426979635	0.4622007741217086	-0.44598203166887185	-0.9860035883858419	-7.25	Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2
styrene oxide	3.9483100726667906	-0.8158926142703875	-0.6437870426979635	0.4622007741217086	-0.44598203166887185	-0.6317275855052848	-1.6	C1OC1c2ccccc2 
Isopropylbenzene 	-0.2453752022561285	-0.8154641507666871	-0.6437870426979635	-0.2966965667942846	-0.44598203166887185	-0.9860035883858419	-3.27	CC(C)c1ccccc1
Deoxycorticosterone	-0.2453752022561285	1.2321337199967421	0.27428095245159756	1.9799954559536952	-0.06716596862483015	0.5512658670503822	-3.45	CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO
chlorquinox	-0.2453752022561285	0.6231507519418639	-0.6437870426979635	0.4622007741217086	-0.8247980947129135	-0.257094142714592	-5.43	c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) 
L-arabinose	-0.2453752022561285	-0.5239629011468915	3.028484937900281	-0.2966965667942846	-0.8247980947129135	1.5629175336957397	0.39	C1OC(O)C(O)C(O)C1O
Dichloromethane	-0.2453752022561285	-1.1588386977549354	-0.6437870426979635	-1.0555939077102776	-0.8247980947129135	-0.9860035883858419	-0.63	ClCCl
1-Ethylnaphthalene 	-0.2453752022561285	-0.4645817546567793	-0.6437870426979635	0.4622007741217086	-0.44598203166887185	-0.9860035883858419	-4.17	CCc1cccc2ccccc12
Methyl formate	-0.2453752022561285	-1.4011250712906003	-0.6437870426979635	-1.0555939077102776	-0.44598203166887185	-0.24239154722393846	0.58	COC=O
o-Nitrophenol	-0.2453752022561285	-0.6312735332100329	0.27428095245159756	-0.2966965667942846	-0.44598203166887185	0.805733865927079	-1.74	Oc1ccccc1N(=O)=O
thymine	-0.2453752022561285	-0.7578163339051806	1.1923489476011586	-0.2966965667942846	-0.8247980947129135	0.8721782878559943	-1.506	Cc1c[nH]c(=O)[nH]c1=O 
2-Methylpropane	-0.2453752022561285	-1.419899562998199	-0.6437870426979635	-1.0555939077102776	-0.8247980947129135	-0.9860035883858419	-2.55	CC(C)C
Inosine	-0.2453752022561285	0.6260623562056464	3.028484937900281	1.2210981150377018	-0.06716596862483015	2.795673617142849	-1.23	OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23
Ioxynil	-0.2453752022561285	1.6259987957733195	0.27428095245159756	-0.2966965667942846	-0.8247980947129135	0.2586276683421806	-3.61	Oc1c(I)cc(C#N)cc1I
Niclosamide	-0.2453752022561285	1.199560755908611	1.1923489476011586	0.4622007741217086	0.31165009441921154	1.6285137289617326	-4.7	Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O
Pentane	-0.2453752022561285	-1.2833073455798971	-0.6437870426979635	-1.0555939077102776	-0.06716596862483015	-0.9860035883858419	-3.18	CCCCC
Phenol	-0.2453752022561285	-1.0694456303919917	0.27428095245159756	-0.2966965667942846	-0.8247980947129135	-0.4140160753552219	0.0	c1ccccc1O
2-aminoanthracene	-0.2453752022561285	-0.10407840532741745	0.27428095245159756	1.2210981150377018	-0.8247980947129135	-0.2503083294112135	-5.17	Nc3ccc2cc1ccccc1cc2c3 
theobromine	-0.2453752022561285	-0.23146839522306337	0.27428095245159756	0.4622007741217086	-0.8247980947129135	1.0689668736539735	-2.523	Cn1cnc2n(C)c(=O)[nH]c(=O)c12 
Isoquinoline	3.9483100726667906	-0.7281452362739291	-0.6437870426979635	0.4622007741217086	-0.8247980947129135	-0.6215488655502169	-1.45	c1ccc2cnccc2c1
Anilofos	-0.2453752022561285	1.5962497956868495	-0.6437870426979635	-0.2966965667942846	1.8269143465953785	0.110188002330774	-4.432	COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1
Hexylbenzene 	-0.2453752022561285	-0.40568749851178076	-0.6437870426979635	-0.2966965667942846	1.069282220507295	-0.9860035883858419	-5.21	CCCCCCc1ccccc1
2-Chlorobiphenyl	-0.2453752022561285	-0.14879441462269374	-0.6437870426979635	0.4622007741217086	-0.44598203166887185	-0.9860035883858419	-4.54	Clc1ccccc1c2ccccc2
2-Methyl-1-Pentene	-0.2453752022561285	-1.1663465468765943	-0.6437870426979635	-1.0555939077102776	-0.06716596862483015	-0.9860035883858419	-3.03	CCCC(=C)C
2,3,4-Trimethylpentane	-0.2453752022561285	-0.873530693324991	-0.6437870426979635	-1.0555939077102776	-0.06716596862483015	-0.9860035883858419	-4.8	CC(C)C(C)C(C)C
Pentachlorobenzene	-0.2453752022561285	0.4518529907238308	-0.6437870426979635	-0.2966965667942846	-0.8247980947129135	-0.9860035883858419	-5.65	Clc1cc(Cl)c(Cl)c(Cl)c1Cl
m-Nitrophenol	-0.2453752022561285	-0.6312735332100329	0.27428095245159756	-0.2966965667942846	-0.44598203166887185	0.805733865927079	-1.01	Oc1cccc(c1)N(=O)=O
1-Decene	-0.2453752022561285	-0.6199776772033867	-0.6437870426979635	-1.0555939077102776	1.8269143465953785	-0.9860035883858419	-5.51	CCCCCCCCC=C
Glyceryl triacetate	-0.2453752022561285	0.13893830372591867	-0.6437870426979635	-1.0555939077102776	1.069282220507295	1.2448325350998686	-0.6	CC(=O)OCC(COC(=O)C)OC(=O)C
dimethirimol	-0.2453752022561285	0.0521549686127863	0.27428095245159756	-0.2966965667942846	0.6904661574632532	0.40650184991163907	-2.24	CCCCc1c(C)nc(nc1O)N(C)C 
Cyfluthrin	-0.2453752022561285	2.243171259433017	-0.6437870426979635	1.2210981150377018	1.4480982835513367	0.6912232664325656	-7.337000000000001	CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2
Pyridine	3.9483100726667906	-1.2156198498021387	-0.6437870426979635	-0.2966965667942846	-0.8247980947129135	-0.6215488655502169	0.76	c1ccncc1
1-Bromoheptane	-0.2453752022561285	-0.24184889738089543	-0.6437870426979635	-1.0555939077102776	1.069282220507295	-0.9860035883858419	-4.43	CCCCCCCBr
3,4-Dimethylpyridine	-0.2453752022561285	-0.9424354149655345	-0.6437870426979635	-0.2966965667942846	-0.8247980947129135	-0.6215488655502169	0.36	Cc1ccncc1C
Fludrocortisone	-0.2453752022561285	1.7189072114279875	2.11041694275072	1.9799954559536952	-0.06716596862483015	1.695240893111622	-3.43	CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO 
ethiofencarb	-0.2453752022561285	0.208154635187335	0.27428095245159756	-0.2966965667942846	0.6904661574632532	0.09774734460791312	-2.09	CCSCc1ccccc1OC(=O)NC 
Malonic acid diethylester	-0.2453752022561285	-0.4262050576548881	-0.6437870426979635	-1.0555939077102776	0.6904661574632532	0.5012204939379652	-0.82	CCOC(=O)CC(=O)OCC
d-Limonene	-0.2453752022561285	-0.6592405146333854	-0.6437870426979635	-0.2966965667942846	-0.44598203166887185	-0.9860035883858419	-4.26	CC1=CCC(CC1)C(C)=C
Indan	3.9483100726667906	-0.8350955694816865	-0.6437870426979635	0.4622007741217086	-0.8247980947129135	-0.9860035883858419	-3.04	C1Cc2ccccc2C1
p-t-Butylphenol	-0.2453752022561285	-0.5230767607187841	0.27428095245159756	-0.2966965667942846	-0.8247980947129135	-0.4140160753552219	-2.41	CC(C)(C)c1ccc(O)cc1
Cyclopropyl-5-spirobarbituric acid	-0.2453752022561285	-0.485060362572277	1.1923489476011586	0.4622007741217086	-0.8247980947129135	1.1421971088862672	-1.886	O=C2NC(=O)C1(CC1)C(=O)N2 
m-Chloroiodobenzene	-0.2453752022561285	0.3361288934971181	-0.6437870426979635	-0.2966965667942846	-0.8247980947129135	-0.9860035883858419	-3.55	Clc1cccc(I)c1
1-Bromonapthalene	-0.2453752022561285	0.0305078238690145	-0.6437870426979635	0.4622007741217086	-0.8247980947129135	-0.9860035883858419	-4.35	Brc1cccc2ccccc12
trans-2-Pentene 	-0.2453752022561285	-1.3029387642948962	-0.6437870426979635	-1.0555939077102776	-0.44598203166887185	-0.9860035883858419	-2.54	CC/C=C/C
2,6-Dimethylpyridine	-0.2453752022561285	-0.9424354149655345	-0.6437870426979635	-0.2966965667942846	-0.8247980947129135	-0.6215488655502169	0.45	Cc1cccc(C)n1
Trichloroethylene	-0.2453752022561285	-0.7064591403025481	-0.6437870426979635	-1.0555939077102776	-0.8247980947129135	-0.9860035883858419	-1.96	ClC=C(Cl)Cl
1-Napthylamine	-0.2453752022561285	-0.591553018855627	0.27428095245159756	0.4622007741217086	-0.8247980947129135	-0.2503083294112135	-1.92	Nc1cccc2ccccc12
m-Xylene 	-0.2453752022561285	-0.9520563681849886	-0.6437870426979635	-0.2966965667942846	-0.8247980947129135	-0.9860035883858419	-2.82	Cc1cccc(C)c1
2-hydroxypteridine	-0.2453752022561285	-0.5434872039859657	0.27428095245159756	0.4622007741217086	-0.8247980947129135	1.0438028159872779	-1.947	Oc2ncc1nccnc1n2
